C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_50_536.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_50_536.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_50_536.jpg, 0, 0, 0, 6.175682E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_50_650.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_50_650.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_50_650.jpg, 0, 0, 0, 6.173012E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_50_755.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_50_755.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_50_755.jpg, 0, 0, 0, 6.30451E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_50_861.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_50_861.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_50_861.jpg, 0, 0, 0, 6.20468E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_50_967.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_50_967.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_50_967.jpg, 0, 0, 0, 6.134277E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_072.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_072.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_072.jpg, 0, 0, 0, 6.280946E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_197.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_197.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_197.jpg, 0, 0, 0, 6.288354E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_308.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_308.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_308.jpg, 0, 0, 0, 6.283923E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_415.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_415.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_415.jpg, 0, 0, 0, 6.270406E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_519.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_519.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_519.jpg, 0, 0, 0, 6.363276E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_641.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_641.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_641.jpg, 0, 0, 0, 6.176618E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_747.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_747.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_747.jpg, 0, 0, 0, 6.177172E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_876.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_876.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_876.jpg, 0, 0, 0, 6.211466E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_51_995.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_51_995.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_51_995.jpg, 0, 0, 0, 6.237486E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_111.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_111.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_111.jpg, 0, 0, 0, 6.269435E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_229.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_229.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_229.jpg, 0, 0, 0, 6.38538E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_341.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_341.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_341.jpg, 0, 0, 0, 6.171918E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_452.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_452.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_452.jpg, 0, 0, 0, 6.385735E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_564.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_564.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_564.jpg, 0, 0, 0, 6.180273E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_680.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_680.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_680.jpg, 0, 0, 0, 6.187987E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_790.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_790.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_790.jpg, 0, 0, 0, 6.210622E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_52_902.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_52_902.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_52_902.jpg, 0, 0, 0, 6.201984E-05
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_020.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_020.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_020.jpg, 0, 0.3528588, 0, 0.4033094
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_147.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_147.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_147.jpg, 0, 0.7389383, 0, 1.458923
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_258.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_258.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_258.jpg, 0, 1, 0, 2.6108
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_368.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_368.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_368.jpg, 0, 1, 0, 4.01782
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_479.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_479.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_479.jpg, 0, 1, 0, 5.183342
C:\Users\Arno\Desktop\data\IMG\center_2019_06_11_09_00_53_589.jpg, C:\Users\Arno\Desktop\data\IMG\left_2019_06_11_09_00_53_589.jpg, C:\Users\Arno\Desktop\data\IMG\right_2019_06_11_09_00_53_589.jpg, 0, 1, 0, 6.566833
